node_id,text
1316,For ever and a day.
1317,For ever and a day.
1318,Wisely and slow; they stumble that run fast.
1319,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1320,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1321,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1322,What's in a name? That which we call a rose by any other name would smell as sweet.
1323,"O Romeo, Romeo! wherefore art thou Romeo?."
1324,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1325,Can one desire too much of a good thing?.
1326,Rich gifts wax poor when givers prove unkind.
1327,"To be, or not to be: that is the question."
1328,O! she doth teach the torches to burn bright.
1329,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1330,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1331,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1332,A horse! a horse! my kingdom for a horse!.
1333,"Though this be madness, yet there is method in 't."
1334,"There is nothing either good or bad, but thinking makes it so."
1335,How bitter a thing it is to look into happiness through another man's eyes!
1336,Brevity is the soul of wit.
1337,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1338,In my mind's eye.
1339,A horse! a horse! my kingdom for a horse!.
1340,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1341,For ever and a day.
1342,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1343,"And it must follow, as the night the day, thou canst not then be false to any man."
1344,Do you think I am easier to be played on than a pipe?
1345,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1346,"The lady doth protest too much, methinks."
1347,"When sorrows come, they come not single spies, but in battalions."
1348,For you and I are past our dancing days.
1349,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1350,What's in a name? That which we call a rose by any other name would smell as sweet.
1351,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1352,Tempt not a desperate man.
1353,"The lady doth protest too much, methinks."
1354,"An honest tale speeds best, being plainly told."
1355,What's in a name? That which we call a rose by any other name would smell as sweet.
1356,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1357,Can one desire too much of a good thing?.
1358,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1359,That it should come to this!.
1360,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1361,"O Romeo, Romeo! wherefore art thou Romeo?."
1362,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1363,Tempt not a desperate man.
1364,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1365,O! she doth teach the torches to burn bright.
1366,Brevity is the soul of wit.
1367,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1368,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1369,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1370,The king's name is a tower of strength.
1371,Off with his head!
1372,Tempt not a desperate man.
1373,"When sorrows come, they come not single spies, but in battalions."
1374,For you and I are past our dancing days.
1375,Off with his head!
1376,The play 's the thing wherein I'll catch the conscience of the king.
1377,"An honest tale speeds best, being plainly told."
1378,"To be, or not to be: that is the question."
1379,True is it that we have seen better days.
1380,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1381,Now is the winter of our discontent.
1382,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1383,Wisely and slow; they stumble that run fast.
1384,The king's name is a tower of strength.
1385,Off with his head!
1386,"And it must follow, as the night the day, thou canst not then be false to any man."
1387,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1388,Can one desire too much of a good thing?.
1389,For you and I are past our dancing days.
1390,I like this place and willingly could waste my time in it.
1391,"So wise so young, they say, do never live long."
1392,"An honest tale speeds best, being plainly told."
1393,"So wise so young, they say, do never live long."
1394,For you and I are past our dancing days.
1395,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1396,Can one desire too much of a good thing?.
1397,A horse! a horse! my kingdom for a horse!.
1398,"So wise so young, they say, do never live long."
1399,True is it that we have seen better days.
1400,In my mind's eye.
1401,For you and I are past our dancing days.
1402,For ever and a day.
1403,"I will speak daggers to her, but use none."
1404,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1405,The play 's the thing wherein I'll catch the conscience of the king.
1406,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1407,Rich gifts wax poor when givers prove unkind.
1408,"When sorrows come, they come not single spies, but in battalions."
1409,Now is the winter of our discontent.
1410,"I will speak daggers to her, but use none."
1411,"O Romeo, Romeo! wherefore art thou Romeo?."
1412,Rich gifts wax poor when givers prove unkind.
1413,"A little more than kin, and less than kind."
1414,What's in a name? That which we call a rose by any other name would smell as sweet.
1415,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1416,"O Romeo, Romeo! wherefore art thou Romeo?."
1417,A horse! a horse! my kingdom for a horse!.
1418,A horse! a horse! my kingdom for a horse!.
1419,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1420,"So wise so young, they say, do never live long."
1421,What's in a name? That which we call a rose by any other name would smell as sweet.
1422,A horse! a horse! my kingdom for a horse!.
1423,For ever and a day.
1424,Brevity is the soul of wit.
1425,How bitter a thing it is to look into happiness through another man's eyes!
1426,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1427,Now is the winter of our discontent.
1428,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1429,What's in a name? That which we call a rose by any other name would smell as sweet.
1430,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1431,Can one desire too much of a good thing?.
1432,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1433,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1434,Tempt not a desperate man.
1435,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1436,"When sorrows come, they come not single spies, but in battalions."
1437,Rich gifts wax poor when givers prove unkind.
1438,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1439,"There is nothing either good or bad, but thinking makes it so."
1440,A horse! a horse! my kingdom for a horse!.
1441,"Though this be madness, yet there is method in 't."
1442,I like this place and willingly could waste my time in it.
1443,O! she doth teach the torches to burn bright.
1444,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1445,Now is the winter of our discontent.
1446,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1447,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1448,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1449,"There is nothing either good or bad, but thinking makes it so."
1450,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1451,Now is the winter of our discontent.
1452,Can one desire too much of a good thing?.
1453,Not stepping o'er the bounds of modesty.
1454,True is it that we have seen better days.
1455,The king's name is a tower of strength.
1456,For ever and a day.
1457,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1458,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1459,A horse! a horse! my kingdom for a horse!.
1460,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1461,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1462,"So wise so young, they say, do never live long."
1463,"O Romeo, Romeo! wherefore art thou Romeo?."
1464,For you and I are past our dancing days.
1465,That it should come to this!.
1466,Off with his head!
1467,Wisely and slow; they stumble that run fast.
1468,What's in a name? That which we call a rose by any other name would smell as sweet.
1469,"It is the east, and Juliet is the sun."
1470,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1471,O! she doth teach the torches to burn bright.
1472,"An honest tale speeds best, being plainly told."
1473,Can one desire too much of a good thing?.
1474,The king's name is a tower of strength.
1475,"When sorrows come, they come not single spies, but in battalions."
1476,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1477,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1478,"To be, or not to be: that is the question."
1479,Off with his head!
1480,For ever and a day.
1481,In my mind's eye.
1482,Not stepping o'er the bounds of modesty.
1483,For ever and a day.
1484,In my mind's eye.
1485,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1486,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1487,A horse! a horse! my kingdom for a horse!.
1488,"I will speak daggers to her, but use none."
1489,"So wise so young, they say, do never live long."
1490,Rich gifts wax poor when givers prove unkind.
1491,In my mind's eye.
1492,A horse! a horse! my kingdom for a horse!.
1493,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1494,I like this place and willingly could waste my time in it.
1495,"O Romeo, Romeo! wherefore art thou Romeo?."
1496,Off with his head!
1497,Wisely and slow; they stumble that run fast.
1498,How bitter a thing it is to look into happiness through another man's eyes!
1499,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1500,This above all: to thine own self be true.
1501,Now is the winter of our discontent.
1502,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1503,Wisely and slow; they stumble that run fast.
1504,"An honest tale speeds best, being plainly told."
1505,Wisely and slow; they stumble that run fast.
1506,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1507,This above all: to thine own self be true.
1508,The king's name is a tower of strength.
1509,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1510,O! she doth teach the torches to burn bright.
1511,Can one desire too much of a good thing?.
1512,"And it must follow, as the night the day, thou canst not then be false to any man."
1513,Off with his head!
1514,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1515,The king's name is a tower of strength.
1516,"Though this be madness, yet there is method in 't."
1517,True is it that we have seen better days.
1518,A horse! a horse! my kingdom for a horse!.
1519,Now is the winter of our discontent.
1520,Brevity is the soul of wit.
1521,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1522,This above all: to thine own self be true.
1523,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1524,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1525,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1526,Now is the winter of our discontent.
1527,For you and I are past our dancing days.
1528,For ever and a day.
1529,"O Romeo, Romeo! wherefore art thou Romeo?."
1530,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1531,"An honest tale speeds best, being plainly told."
1532,Do you think I am easier to be played on than a pipe?
1533,"The fool doth think he is wise, but the wise man knows himself to be a fool."
1534,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1535,"So wise so young, they say, do never live long."
1536,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1537,The king's name is a tower of strength.
1538,"So wise so young, they say, do never live long."
1539,"An honest tale speeds best, being plainly told."
1540,"An honest tale speeds best, being plainly told."
1541,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1542,The play 's the thing wherein I'll catch the conscience of the king.
1543,For you and I are past our dancing days.
1544,Now is the winter of our discontent.
1545,True is it that we have seen better days.
1546,A horse! a horse! my kingdom for a horse!.
1547,"It is the east, and Juliet is the sun."
1548,Not stepping o'er the bounds of modesty.
1549,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1550,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1551,Not stepping o'er the bounds of modesty.
1552,True is it that we have seen better days.
1553,"So wise so young, they say, do never live long."
1554,O! she doth teach the torches to burn bright.
1555,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1556,Wisely and slow; they stumble that run fast.
1557,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1558,For ever and a day.
1559,True is it that we have seen better days.
1560,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1561,O! she doth teach the torches to burn bright.
1562,"And it must follow, as the night the day, thou canst not then be false to any man."
1563,Do you think I am easier to be played on than a pipe?
1564,For you and I are past our dancing days.
1565,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1566,For you and I are past our dancing days.
1567,"And it must follow, as the night the day, thou canst not then be false to any man."
1568,How bitter a thing it is to look into happiness through another man's eyes!
1569,That it should come to this!.
1570,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1571,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1572,"It is the east, and Juliet is the sun."
1573,True is it that we have seen better days.
1574,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1575,"O Romeo, Romeo! wherefore art thou Romeo?."
1576,I like this place and willingly could waste my time in it.
1577,True is it that we have seen better days.
1578,This above all: to thine own self be true.
1579,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1580,How bitter a thing it is to look into happiness through another man's eyes!
1581,"And it must follow, as the night the day, thou canst not then be false to any man."
1582,True is it that we have seen better days.
1583,Rich gifts wax poor when givers prove unkind.
1584,"A little more than kin, and less than kind."
1585,Do you think I am easier to be played on than a pipe?
1586,How bitter a thing it is to look into happiness through another man's eyes!
1587,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow."
1588,This above all: to thine own self be true.
1589,For you and I are past our dancing days.
1590,"There is nothing either good or bad, but thinking makes it so."
1591,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1592,"To be, or not to be: that is the question."
1593,"And it must follow, as the night the day, thou canst not then be false to any man."
1594,Wisely and slow; they stumble that run fast.
1595,"The lady doth protest too much, methinks."
1596,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.
1597,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1598,I like this place and willingly could waste my time in it.
1599,In my mind's eye.
1600,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1601,A horse! a horse! my kingdom for a horse!.
1602,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1603,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1604,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1605,Now is the winter of our discontent.
1606,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1607,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love."
1608,What's in a name? That which we call a rose by any other name would smell as sweet.
1609,"An honest tale speeds best, being plainly told."
1610,"The world is grown so bad, that wrens make prey where eagles dare not perch."
1611,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1612,Do you think I am easier to be played on than a pipe?
1613,What's in a name? That which we call a rose by any other name would smell as sweet.
1614,"When sorrows come, they come not single spies, but in battalions."
1615,A horse! a horse! my kingdom for a horse!.
1616,"It is the east, and Juliet is the sun."
1617,"A little more than kin, and less than kind."
1618,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! ."
1619,"O Romeo, Romeo! wherefore art thou Romeo?."
1620,How bitter a thing it is to look into happiness through another man's eyes!
1621,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1622,The play 's the thing wherein I'll catch the conscience of the king.
1623,Tempt not a desperate man.
1624,O! she doth teach the torches to burn bright.
1625,Can one desire too much of a good thing?.
1626,A horse! a horse! my kingdom for a horse!.
1627,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude."
1628,True is it that we have seen better days.
1629,"It is the east, and Juliet is the sun."
1630,"Conscience is but a word that cowards use, devised at first to keep the strong in awe."
1631,This above all: to thine own self be true.
1632,"And it must follow, as the night the day, thou canst not then be false to any man."
1633,That it should come to this!.
1634,I like this place and willingly could waste my time in it.
1635,How bitter a thing it is to look into happiness through another man's eyes!
1636,In my mind's eye.
1637,True is it that we have seen better days.
1638,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1639,"O Romeo, Romeo! wherefore art thou Romeo?."
1640,"O Romeo, Romeo! wherefore art thou Romeo?."
1641,"An honest tale speeds best, being plainly told."
1642,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts."
1643,"An honest tale speeds best, being plainly told."
1644,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!."
1645,For you and I are past our dancing days.
1646,"There is nothing either good or bad, but thinking makes it so."
1647,That it should come to this!.
1648,Tempt not a desperate man.
1649,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry."
1650,The king's name is a tower of strength.
